REACTANTS;TYPE; ALPHA;BETA;GAMMA ; NBR;STRINGBR; REF_ALPHA;REF_BETA;REF_GAMMA;REF_BR ; COMMENTS;TIMESTAMP
"CH3CHOH+ + E";"dr";"Logu(1.0e-07,1.7e-06)";"Delta(7.7e-01)";"Delta(0)";2;"Diri(1<CO + CH4 + H>,1<H2CO + CH3>;1)";"Hamberg2010";"Hamberg2010";"NA";"Hamberg2010";"NA";2022-08-19 09:23:57
"CH3CN+ + CH3CN";"kooij";"Logn(2e-09,1.6)";"Delta(0)";"Delta(0)";1;"CH3CNH+ + CH2CN";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH3CN+ + CH4";"kooij";"Logn(1.7e-09,1.6)";"Delta(0)";"Delta(0)";1;"CH3CNH+ + CH3";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH3CN+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"Default data: automatically generated";2022-08-19 09:23:57
"CH3CN+ + H2";"kooij";"Logn(5.7e-10,1.6)";"Delta(0)";"Delta(0)";1;"CH3CNH+ + H";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH3CNH+ + C4H6";"kooij";"Logn(1.4e-09,1.2)";"Delta(0)";"Delta(0)";1;"C4H7+ + CH3CN";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH3CNH+ + C4H8";"kooij";"Logn(1e-10,2)";"Delta(0)";"Delta(0)";1;"C4H9+ + CH3CN";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH3CNH+ + E";"dr";"Logn(3.3e-7,1.15)";"Nort(1.03,1,0.5,1.5)";"Delta(0)";26;"Dirg(0.65*Diut(0.25*Diri(1<CH3CN + H>,1*Dior(2<CH2CN + H2>,1<CH2CN + H + H>),1<CHCN + H2 + H>;1),0.00<C2N + H2 + H2>;1.00,0.25),0.35*Dior(2*Diri(1<C2H4 + N4S>,1<C2H2 + NH2>,1<C2H2 + NH + H>,1<C2H2 + N4S + H2>,1<C2H + NH3>,1<C2H + NH + H2>;1),1*Dior(1*Diri(1*Diri(1<HCN + CH3>,1<HNC + CH3>;1),1*Diri(1*Diri(1<HCN + 1CH2 + H>,1<HCN + 3CH2 + H>;1),1*Diri(1<HNC + 1CH2 + H>,1<HNC + 3CH2 + H>;1);1),1*Diri(1<HCN + CH + H2>,1<HNC + CH + H2>;1),1<CN + CH3 + H>;1),2*Diri(1<CH2NH + CH>,1*Diri(1<H2CN + 1CH2>,1<H2CN + 3CH2>;1),1<CN + CH4>,1*Diri(1<CN + 1CH2 + H2>,1<CN + 3CH2 + H2>;1);1)));0.03,0.03)";"Florescu2006;McLain2009a;Geoghegan1991;McLain2009";"Plessis2010;McLain2009a";"NA";"Vigren2008;Plessis2010";"NA";2022-08-19 09:23:57
"CH3CO+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"Default data: auto generated";2022-08-19 09:23:57
"CH3N2+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"Default data: auto generated";2022-08-19 09:23:57
"CH3NH2+ + CH3NH2";"kooij";"Logn(1.9e-09,1.2)";"Delta(0)";"Delta(0)";1;"CH3NH3+ + CH2NH2";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH3NH2+ + E";"dr";"Logu(5e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"Plessis2010";"Plessis2010";"NA";"NA";"NA";2022-08-19 09:23:57
"CH3NH3+ + E";"dr";"Logu(5e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"Plessis2010";"Plessis2010";"NA";"NA";"NA";2022-08-19 09:23:57
"CH3OH+ + E";"dr";"Logn(6e-07,2)";"Delta(5e-01)";"Delta(0)";2;"Diri(1<CH3 + OH>,1<H2CO + H2>;1)";"KIDA";"KIDA";"NA";"KIDA";"NA";2022-08-19 09:23:57
"CH3OH2+ + CH3OH";"kooij";"Logn(1e-10,1.25)";"Delta(-1e+00)";"Delta(0)";1;"CH3OHCH3+ + H2O";"KIDA";"KIDA";"NA";"KIDA";"NA";2022-08-19 09:23:57
"CH3OH2+ + E";"dr";"Logn(8.9e-7,1.10)";"Nort(0.59,0.02,0.5,1.5)";"Delta(0)";9;"Dirg(0.09<CH3 + H2O>,0.51<CH3 + OH + H>,0.21*Diri(1<1CH2 + H2O + H>,1<3CH2 + H2O + H>;1),0.001<CH + H2O + H2>,0.03<CH3OH + H>,0.06<CH3O + H2>,0.001<CH3O + H + H>,0.10<H2CO + H2 + H>;0.02,0.04,0.02,0.01,0.02,0.02,0.01,0.01)";"Geppert2006";"Geppert2006";"NA";"Geppert2006";"NA";2022-08-19 09:23:57
"CH3OHCH3+ + E";"dr";"Logu(1e-07,1.7e-06)";"Delta(0.70)";"Delta(0)";3;"Dirg(0.07<CH3OCH3 + H>,0.93*Diri(1<CH3OH + CH3>,1<CH4 + CH3 + O3P>;1);0.1,0.1)";"Hamberg2010";"Hamberg2010";"NA";"Hamberg2010";"NA";2022-08-19 09:23:57
"CH4+ + C2H2";"kooij";"Logn(0.2720E-08,1.1)";"Delta(0)";"Delta(0)";4;"Dirg(0.53<C2H2+ + CH4>,0.41<C2H3+ + CH3>,0.06*Diri(1<cC3H3+ + H2 + H>,1<lC3H3+ + H2 + H>;1);0.05,0.05,0.06)";"Anicich1997";"NA";"NA";"Anicich1997";"1rst channel absent in KIDA";2022-08-19 09:23:57
"CH4+ + C2H4";"kooij";"Logn(2e-09,1.3)";"Delta(0e+00)";"Delta(0)";3;"Dirg(0.85<C2H4+ + CH4>,0.13<C2H5+ + CH3>,0.02<C3H5+ + H2 + H>;0.09,0.04,0.02)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH4+ + C2H6";"kooij";"Logn(1.91e-09,1.1)";"Delta(0)";"Delta(0)";1;"C2H4+ + H2 + CH4";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH4+ + CH3NH2";"kooij";"Logn(2.2e-09,1.2)";"Delta(0)";"Delta(0)";2;"Dirg(0.6<CH3NH2+ + CH4>,0.4<CH2NH2+ + CH4 + H>;0.06,0.13)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH4+ + CH3OH";"kooij";"Logn(3e-09,1.3)";"Delta(0)";"Delta(0)";2;"Dirg(0.60<CH3OH+ + CH4>,0.40<CH3OH2+ + CH3>;0.05,0.05)";"Anicich1993";"NA";"NA";"Anicich1993";"NA";2022-08-19 09:23:57
"CH4+ + CH4";"kooij";"Logn(1.14e-09,1.15)";"Delta(0)";"Delta(0)";1;"CH5+ + CH3";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH4+ + CO";"kooij";"Logn(1.08e-09,1.4)";"Delta(0.00e+00)";"Delta(0)";2;"Dirg(0.96<HCO+ + CH3>,0.04<CH3CO+ + H>;0.10,0.04)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH4+ + CO2";"kooij";"Logn(1e-09,1.2)";"Delta(0)";"Delta(0)";2;"Dirg(0.99<HCO2+ + CH3>,0.01<CH3CO+ + OH>;0.05,0.05)";"Anicich1993";"NA";"NA";"Anicich1993";"NA";2022-08-19 09:23:57
"CH4+ + E";"dr";"Logn(1.71e-6,1.011)";"Norm(0.66,0.02)";"Delta(0)";7;"Dirg(0.18<CH3 + H>,0.06*Diri(1<1CH2 + H2>,1<3CH2 + H2>;1),0.51*Diri(1<1CH2 + H + H>,1<3CH2 + H + H>;1),0.23<CH + H2 + H>,0.02<C + H2 + H2>;0.03,0.01,0.03,0.01,0.01)";"Thomas2013";"Thomas2013";"NA";"Thomas2013";"NA";2022-08-19 09:23:57
"CH4+ + H2";"kooij";"Logn(3.5e-11,1.15)";"Delta(0)";"Delta(0)";1;"CH5+ + H";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH4+ + H2CO";"kooij";"Logn(3.6e-09,1.2)";"Delta(0)";"Delta(0)";2;"Dirg(0.45<H2CO+ + CH4>,0.55<CH2OH+ + CH3>;0.05,0.05)";"Anicich1993";"NA";"NA";"Anicich1993";"NA";2022-08-19 09:23:57
"CH4+ + H2O";"kooij";"Logn(2.5e-09,1.1)";"Delta(0)";"Delta(0)";1;"H3O+ + CH3";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH4+ + HC3N";"kooij";"Logn(2.5e-09,1.3)";"Delta(0)";"Delta(0)";1;"HC3NH+ + CH3";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH4+ + HCN";"kooij";"Logn(3.3e-09,1.1)";"Delta(0)";"Delta(0)";2;"Dirg(0.98<HCNH+ + CH3>,0.02<CH3CNH+ + H>;0.10,0.02)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH4+ + NH3";"ionpol1";"Logn(1.18E-9,2)";"Delta(3.65)";"Delta(0)";3;"Dirg(0.02<CH5+ + NH2>,0.45<NH4+ + CH3>,0.53<NH3+ + CH4>;0.02,0.15,0.18)";"KIDA";"KIDA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH4+ + O2";"kooij";"Logn(3.9e-10,1.2)";"Delta(0)";"Delta(0)";1;"O2+ + CH4";"Anicich1993";"NA";"NA";"Anicich1993";"NA";2022-08-19 09:23:57
"CH5+ + C2H2";"kooij";"Logn(1.48e-09,1.2)";"Delta(0)";"Delta(0)";1;"C2H3+ + CH4";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH5+ + C2H4";"kooij";"Logn(1.5e-09,1.2)";"Delta(0)";"Delta(0)";1;"C2H5+ + CH4";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH5+ + C2H6";"kooij";"Logn(1.35e-09,1.15)";"Delta(0)";"Delta(0)";2;"Dirg(0.15<C2H5+ + H2 + CH4>,0.85<C2H7+ + CH4>;0.05,0.09)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH5+ + C3H6";"kooij";"Logn(1.4e-09,1.2)";"Delta(0)";"Delta(0)";2;"Dirg(0.15<C3H5+ + H2 + CH4>,0.85<C3H7+ + CH4>;0.05,0.09)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH5+ + C3H8";"kooij";"Logn(1.5e-09,1.2)";"Delta(0)";"Delta(0)";2;"Diri(1<C3H7+ + H2 + CH4>,1<C2H5+ + CH4 + CH4>;1)";"Anicich2003";"NA";"NA";"Anicich2003";"Combined MS fragments with IonTrap rates";2022-08-19 09:23:57
"CH5+ + C6H6";"kooij";"Logn(2e-09,1.2)";"Delta(0)";"Delta(0)";1;"C6H7+ + CH4";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH5+ + CH2CCH2";"kooij";"Logn(3.1e-09,1.1)";"Delta(0)";"Delta(0)";1;"CxHy+ + Products";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH5+ + CH3C2H";"kooij";"Logn(2e-09,1.1)";"Delta(0)";"Delta(0)";1;"CxHy+ + CxHy";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH5+ + CH3CN";"kooij";"Logn(4.9e-09,1.05)";"Delta(0)";"Delta(0)";1;"CxHyNz+ + Products";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH5+ + CH3NH2";"kooij";"Logn(2.3e-09,1.3)";"Delta(0)";"Delta(0)";1;"CxHyNz+ + Products";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH5+ + CO";"kooij";"Logn(9.9e-10,1.2)";"Delta(0)";"Delta(0)";1;"HCO+ + CH4";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH5+ + E";"dr";"Logu(2.8e-7,14e-7)";"Nort(1.5,1.5,0.5,1.5)";"Delta(0)";6;"Diut(0.8<CH4 + H>,0*Dior(2<CH3 + H2>,1<CH3 + H + H>),0*Diri(1<1CH2 + H2 + H>,1<3CH2 + H2 + H>;1),0<CH + H2 + H2>;1,0.08,0.01,0.01)";"Florescu2006;Sheehan2004;physto";"Florescu2006;Sheehan2004;physto;Plessis2010";"NA";"Molek2009";"NA";2022-08-19 09:23:57
"CH5+ + H";"kooij";"Logn(1.5e-10,1.5)";"Delta(0)";"Delta(0)";1;"CH4+ + H2";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH5+ + H2CO";"kooij";"Logn(4.5e-09,1.25)";"Delta(0)";"Delta(0)";1;"CH2OH+ + CH4";"Anicich1993";"NA";"NA";"Anicich1993";"NA";2022-08-19 09:23:57
"CH5+ + H2O";"kooij";"Logn(3.7e-09,1.25)";"Delta(0)";"Delta(0)";1;"H3O+ + CH4";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH5+ + HC3N";"kooij";"Logn(4.5e-09,1.3)";"Delta(0)";"Delta(0)";1;"HC3NH+ + CH4";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH5+ + N2O";"kooij";"Logn(9e-10,1.1)";"Delta(0)";"Delta(0)";1;"HN2O+ + CH4";"Anicich1993";"NA";"NA";"Anicich1993";"NA";2022-08-19 09:23:57
"CH5+ + NH3";"kooij";"Logn(2.4e-09,1.15)";"Delta(0)";"Delta(0)";1;"NH4+ + CH4";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH5+ + O3P";"kooij";"Logn(2.4e-10,1.3)";"Delta(0)";"Delta(0)";2;"Dirg(0.98<H3O+ + 3CH2>,0.02<CH2OH+ + H2>;0.02,0.02)";"Anicich1993";"NA";"NA";"Anicich1993";"NA";2022-08-19 09:23:57
"CHCN+ + E";"dr";"Logn(2e-07,4.00)";"Norm(5e-01,0.05)";"Delta(0)";2;"Diri(1<CH + CN>,1<C2N + H>;1)";"KIDA";"KIDA";"NA";"KIDA";"NA";2022-08-19 09:23:57
"CHCN+ + HCN";"kooij";"Logn(1.4e-11,1.6)";"Delta(0)";"Delta(0)";1;"C3HN2+ + H";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CHCNH+ + E";"dr";"Logn(5e-7,3)";"Norm(0.5,0.05)";"Delta(0)";5;"Diri(1*Diri(1<CH + HCN>,1<CH + HNC>;1),1*Diri(1<CN + 3CH2>,1<CN + 1CH2>;1),1<C2N + H2>;1)";"Plessis2010";"Plessis2010";"NA";"KIDA";"NA";2022-08-19 09:23:57
"CHCO+ + E";"dr";"Logn(1.5e-07,2)";"Delta(5.0e-01)";"Delta(0)";4;"Dirg(0.3<CO + C + H>,0.2<CO + CH>,0.3<C2H + O3P>,0.2<C2O + H>;0.1,0.1,0.1,0.1)";"KIDA";"KIDA";"NA";"KIDA";"NA";2022-08-19 09:23:57
"CHNC+ + E";"dr";"Logn(2e-07,4.00)";"Norm(5e-01,0.05)";"Delta(0)";2;"Diri(1<CH + CN>,1<CNC + H>;1)";"KIDA";"KIDA";"NA";"KIDA";"No data; duplicate CHCN+ except for CNC product";2022-08-19 09:23:57
"CN+ + C2H2";"kooij";"Logn(1e-09,1.3)";"Delta(0)";"Delta(0)";2;"Dirg(0.80<C2H2+ + CN>,0.20<HC3N+ + H>;0.08,0.07)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CN+ + C2H4";"kooij";"Logn(1.3e-09,1.3)";"Delta(0)";"Delta(0)";3;"Dirg(0.70<C2H4+ + CN>,0.25<HCN+ + C2H3>,0.05<HC3NH+ + H2>;0.07,0.08,0.05)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CN+ + C2H6";"kooij";"Logn(1.9e-09,1.2)";"Delta(0)";"Delta(0)";3;"Dirg(0.15<C2H3+ + H2 + HCN>,0.65<C2H4+ + H + HCN>,0.20<C2H5+ + HCN>;0.05,0.07,0.07)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CN+ + C2N2";"kooij";"Logn(1.75e-09,1.3)";"Delta(0)";"Delta(0)";3;"Dirg(0.03<CNC+ + CN2>,0.92<C2N2+ + CN>,0.05<C3N+ + N2>;0.03,0.09,0.05)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CN+ + C4H2";"kooij";"Logn(9.7e-10,1.3)";"Delta(0)";"Delta(0)";2;"Dirg(0.75<C4H2+ + CN>,0.25<HC5N+ + H>;0.08,0.09)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CN+ + CH3CN";"kooij";"Logn(3.4e-09,1.3)";"Delta(0)";"Delta(0)";4;"Dirg(0.50<CH3CN+ + CN>,0.20<CHCNH+ + HCN>,0.20<CH3+ + C2N2>,0.10<C2H3+ + CN2>;0.05,0.07,0.07,0.03)";"McEwan2007";"NA";"NA";"McEwan2007";"Check products CHCNH+ ???";2022-08-19 09:23:57
"CN+ + CH4";"kooij";"Logn(1e-09,1.15)";"Delta(0)";"Delta(0)";5;"Dirg(0.50<CH3+ + HCN>,0.15<CH4+ + CN>,0.15<HCN+ + CH3>,0.10<HCNH+ + 1CH2>,0.10<CH2CN+ + H2>;0.05,0.05,0.05,0.03,0.03)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CN+ + CO";"kooij";"Logn(4.4e-10,1.6)";"Delta(0)";"Delta(0)";1;"CO+ + CN";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CN+ + E";"dr";"Logn(3.4E-7,1.16)";"Nort(0.55,0.55,0.5,1.5)";"Delta(0)";5;"Dirg(0.04<N4S + C>,0.14*Diri(1<N2D + C>,1<N4S + C>;1),0.82*Diri(1<N2P + C>,1<N2D + C>;1);0.03,0.014,0.03)";"LePadellec1999";"LePadellec1999;Adams2006;Plessis2010";"NA";"LePadellec1999;Plessis2010";"NA";2022-08-19 09:23:57
"CN+ + H";"kooij";"Logn(6.4e-10,1.2)";"Delta(0)";"Delta(0)";1;"H+ + CN";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CN+ + H2";"kooij";"Logn(1.6e-09,1.2)";"Delta(0.0e+00)";"Delta(0)";2;"Diri(1<HCN+ + H>,1<HNC+ + H>;1)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CN+ + H2O";"kooij";"Logn(3.2e-09,1.2)";"Delta(0)";"Delta(0)";5;"Dirg(0.10<H2O+ + CN>,0.50<HCN+ + OH>,0.15<HCNH+ + O3P>,0.05<HCO+ + NH>,0.20<HNCO+ + H>;0.03,0.05,0.05,0.05,0.07)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CN+ + HC3N";"kooij";"Logn(4.6e-09,1.2)";"Delta(0)";"Delta(0)";2;"Dirg(0.20<C3N+ + HCN>,0.80<HC3N+ + CN>;0.07,0.08)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CN+ + HCN";"kooij";"Logn(2.7e-09,1.2)";"Delta(0)";"Delta(0)";2;"Dirg(0.83<HCN+ + CN>,0.17<C2N2+ + H>;0.09,0.06)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CN+ + N4S";"kooij";"Logn(6.5e-10,1.2)";"Delta(0)";"Delta(0)";1;"N2+ + C";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CN+ + NH3";"kooij";"Logn(2e-09,1.2)";"Delta(0)";"Delta(0)";4;"Dirg(0.05<NH2+ + HCN>,0.60<NH3+ + CN>,0.20<HCN+ + NH2>,0.15<HCNH+ + NH>;0.05,0.06,0.07,0.05)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CNC+ + C2H2";"kooij";"Logn(8e-10,1.4)";"Delta(0)";"Delta(0)";2;"Dirg(0.92<C3H+ + HCN>,0.08<HCNH+ + C3>;0.09,0.08)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CNC+ + CH4";"kooij";"Logn(4.2e-12,1.2)";"Delta(0)";"Delta(0)";2;"Diri(1<C2H3+ + HCN>,1<HC3NH+ + H2>;1)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CNC+ + E";"dr";"Logn(4e-07,3.00)";"Norm(6e-01,0.05)";"Delta(0)";2;"Diut(0.95<CN + C>,0.00<1C2 + N4S>;1.00,0.05)";"KIDA";"KIDA";"NA";"KIDA";"NA";2022-08-19 09:23:57
"CNC+ + H2O";"kooij";"Logn(7e-11,1.4)";"Delta(0)";"Delta(0)";2;"Dirg(0.25<CHNC+ + OH>,0.75<HCO+ + HCN>;0.09,0.08)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CNC+ + HC3N";"kooij";"Logn(3.3e-09,1.2)";"Delta(0)";"Delta(0)";1;"C3H+ + C2N2";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CNC+ + NH3";"kooij";"Logn(1.85e-09,1.1)";"Delta(0)";"Delta(0)";2;"Dirg(0.95<HCNH+ + HCN>,0.05<N2H+ + C2H2>;0.09,0.05)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CO+ + C2H2";"kooij";"Logn(4.1e-10,1.6)";"Delta(0)";"Delta(0)";1;"C2H2+ + CO";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CO+ + C2H6";"kooij";"Logn(1.39e-09,1.3)";"Delta(0)";"Delta(0)";3;"Dirg(0.36<C2H5+ + HCO>,0.62<C2H4+ + H2CO>,0.02<CH3+ + CO + CH3>;0.12,0.06,0.02)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CO+ + C3H8";"kooij";"Logn(1e-09,1.3)";"Delta(0)";"Delta(0)";4;"Dirg(0.13<C3H7+ + HCO>,0.03<C3H6+ + H2CO>,0.66<C2H5+ + CO + CH3>,0.18<C2H4+ + CO + CH4>;0.04,0.03,0.07,0.06)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CO+ + CH3CN";"kooij";"Logn(3e-09,1.3)";"Delta(0)";"Delta(0)";2;"Dirg(0.75<CH3CN+ + CO>,0.25<CHCNH+ + HCO>;0.08,0.08)";"McEwan2007";"NA";"NA";"McEwan2007";"Check products CHCNH+ ???";2022-08-19 09:23:57
"CO+ + CH4";"kooij";"Logn(1.34e-09,1.1)";"Delta(0)";"Delta(0)";3;"Dirg(0.67<CH4+ + CO>,0.28<HCO+ + CH3>,0.05<CH3CO+ + H>;0.07,0.09,0.05)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CO+ + E";"dr";"Logn(2.75e-07,2)";"Delt(5.50e-01)";"Delta(0)";2;"Dirg(0.90<O3P + C>,0.10<O1D + C>;0.09,0.10)";"Rosen1998";"Rosen1998";"NA";"Rosen1998";"Check the uncertainties";2022-08-19 09:23:57
"CO+ + H";"kooij";"Logn(4e-10,1.2)";"Delta(0)";"Delta(0)";1;"H+ + CO";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CO+ + H2";"kooij";"Logn(1.4e-09,1.15)";"Delta(0)";"Delta(0)";2;"Dirg(0.52<HCO+ + H>,0.48<HOC+ + H>;0.05,0.05)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CO+ + H2O";"kooij";"Logn(2.4e-09,1.1)";"Delta(0)";"Delta(0)";2;"Dirg(0.65<H2O+ + CO>,0.35<HCO+ + OH>;0.07,0.12)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CO+ + HC3N";"kooij";"Logn(3.1e-09,1.25)";"Delta(0)";"Delta(0)";1;"HC3N+ + CO";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CO+ + HCN";"kooij";"Logn(3.4e-09,1.1)";"Delta(0)";"Delta(0)";2;"Diut(0.90<HCN+ + CO>,0.00<HCO+ + CN>;1.00,0.10)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CO+ + N4S";"kooij";"Logn(8.2e-11,1.2)";"Delta(0)";"Delta(0)";1;"NO+ + C";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CO2+ + E";"dr";"Logn(4.2e-07,2)";"Delta(7.5e-01)";"Delta(0)";1;"CO + O3P";"Viggiano2005";"Viggiano2005";"NA";"Viggiano2005";"NA";2022-08-19 09:23:57
"CxHyNz+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"Default data: auto generated";2022-08-19 09:23:57
"H+ + C2H2";"kooij";"Logn(5.4e-10,1.2)";"Delta(0)";"Delta(0)";1;"C2H2+ + H";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"H+ + C2H3NH";"kooij";"Logn(5e-09,2)";"Delta(-5e-01)";"Delta(0)";2;"Diri(1<CH3CN+ + H2>,1<CH3CNH+ + H>;1)";"Quan2016";"Quan2016";"NA";"Quan2016";"NA";2022-08-19 09:23:57
"H+ + C2H4";"kooij";"Logn(4.9e-09,1.2)";"Delta(0)";"Delta(0)";3;"Dirg(0.2<C2H4+ + H>,0.6<C2H3+ + H2>,0.2<C2H2+ + H2 + H>;0.03,0.06,0.03)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"H+ + C2H6";"kooij";"Logn(4.7e-09,1.2)";"Delta(0)";"Delta(0)";4;"Diut(0.55<C2H3+ + H2 + H2>,0.25<C2H4+ + H2 + H>,0<C2H5+ + H2>,0<CH3+ + CH4>;0.65,0.35,0.05,0.05)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"H+ + CH3CHNH";"kooij";"Logn(1.03e-08,2)";"Delta(-5.00e-01)";"Delta(0)";2;"Diri(1<CH3CNH+ + H2>,1<C2H5N+ + H>;1)";"Quan2016";"Quan2016";"NA";"Quan2016";"NA";2022-08-19 09:23:57
"H+ + CH3CN";"ionpol1";"Logn(4.29e-09,1.5)";"Delta(6.58e+00)";"Delta(0)";3;"Dirg(0.70<CH3CN+ + H>,0.05<CH2CN+ + H2>,0.25<CH3+ + HCN>;0.07,0.05,0.03)";"KIDA";"KIDA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"H+ + CH4";"kooij";"Logn(4.15e-09,1.1)";"Delta(0.00e+00)";"Delta(0)";2;"Dirg(0.8200E+00<CH3+ + H2>,0.1800E+00<CH4+ + H>;0.2460E+00,0.5400E-01)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
